"","Cluster","cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1110","C2","C2","GO:0098698","postsynaptic specialization assembly","7/1017","28/23239",0.000158862304772207,0.00198828074218753,0.00139487888937847,"16180/192167/245537/18189/18213/19211/19280",7
"1113","C2","C2","GO:0062012","regulation of small molecule metabolic process","30/1017","333/23239",0.000160342695027334,0.00199731226631875,0.00140121495756152,"11606/381290/56745/69183/81799/12534/67800/50781/13653/18605/226144/16000/16010/16011/16367/16847/226856/14815/53322/269224/18640/98496/19712/58246/20613/20583/20787/20848/394436/56490",30
"1115","C2","C2","GO:1905209","positive regulation of cardiocyte differentiation","8/1017","37/23239",0.000162804134976945,0.00201778813911677,0.00141557981162943,"16000/17260/214384/14815/211323/21808/106628/22402",8
"1119","C2","C2","GO:0009416","response to light stimulus","27/1017","287/23239",0.000166153289363765,0.00204012503154508,0.00143125026451945,"11352/108012/98660/171543/109880/12298/12912/74041/13649/22592/50789/16412/26414/76293/17380/80750/245537/18538/18627/27015/19272/19662/17252/20356/20512/71101/268564",27
"1124","C2","C2","GO:0098693","regulation of synaptic vesicle cycle","17/1017","144/23239",0.000192536782686899,0.00233405895686388,0.0016374596888728,"11549/23821/109880/12298/12361/103967/26431/14299/192167/245537/18189/18191/233489/19056/19211/207227/20979",17
"1126","C2","C2","GO:0097756","negative regulation of blood vessel diameter","14/1017","105/23239",0.000194104553756752,0.00234425569958682,0.00164461321647222,"11421/11475/11549/11606/98660/12291/58861/13617/13618/13649/15559/17390/242202/18627",14
"1151","C2","C2","GO:0099003","vesicle-mediated transport in synapse","24/1017","248/23239",0.000246187182977468,0.00280105682608879,0.00196508216961456,"11549/108012/23821/109880/12298/12361/103967/111173/238988/26431/16416/108030/26414/14299/192167/245537/18191/94190/233489/19056/207227/71709/20979/208898",24
"1190","C2","C2","GO:0110020","regulation of actomyosin structure organization","13/1017","98/23239",0.000341851173076622,0.00359048166915711,0.00251890338056459,"75547/69710/11856/109880/14219/50768/242553/14745/17260/18186/21809/56363/22003",13
"1193","C2","C2","GO:0006112","energy reserve metabolic process","12/1017","86/23239",0.000356888313405913,0.00371812733784706,0.00260845323376103,"69183/18605/14683/16000/16195/16367/269224/18627/18679/53412/20203/52331",12
"1204","C2","C2","GO:2000241","regulation of reproductive process","18/1017","167/23239",0.000394362845211621,0.00402718652030956,0.00282527378633109,"11835/12316/14595/13618/50915/54486/16000/230103/27206/54611/242202/18792/20317/20377/20613/71709/22137/22418",18
"1208","C2","C2","GO:1905477","positive regulation of protein localization to membrane","13/1017","100/23239",0.000417428041202632,0.00422922673572097,0.00296701515378647,"11735/12297/66455/13649/13837/14360/16412/16971/72293/18189/19122/19242/20742",13
"1215","C2","C2","GO:0099172","presynapse organization","9/1017","53/23239",0.000443985326025432,0.00443727195021929,0.00311296932996616,"54725/16180/192167/245537/18189/18213/233489/19211/19280",9
"1219","C2","C2","GO:0006898","receptor-mediated endocytosis","21/1017","213/23239",0.000457478267798121,0.0045282445816409,0.00317679120400473,"11600/54598/12512/12520/12527/66102/103967/13649/215114/15530/15559/66141/16401/16412/16416/16971/245537/94190/233489/24071/21813",21
"1226","C2","C2","GO:0062009","secondary palate development","6/1017","24/23239",0.000472525556037914,0.0046171304159411,0.00323914908496159,"434215/21808/21809/21813/21814/22418",6
"1228","C2","C2","GO:0099173","postsynapse organization","19/1017","184/23239",0.000473620707782207,0.0046171304159411,0.00323914908496159,"11352/54725/12361/103967/14360/16180/29811/192167/245537/18186/18187/18189/18213/94190/19122/19211/19242/19280/22418",19
"1234","C2","C2","GO:0097746","regulation of blood vessel diameter","17/1017","156/23239",0.000497947451384163,0.00479984113418342,0.00336732983847982,"11421/11475/11549/11606/11609/98660/12291/58861/13617/13618/13649/15559/109700/17390/17540/242202/18627",17
"1236","C2","C2","GO:0019216","regulation of lipid metabolic process","28/1017","324/23239",0.000510503071328156,0.00490222326458673,0.0034391560495973,"11606/57875/14705/69183/12520/12912/70461/67800/50781/13653/226144/15559/16000/29817/16367/226856/14815/53322/18595/18596/226849/71660/19712/20613/20583/20787/21833/56490",28
"1252","C2","C2","GO:0009187","cyclic nucleotide metabolic process","7/1017","34/23239",0.000573984686311112,0.00533340365280433,0.00374165076690619,"104111/224129/11513/12298/18160/230103/242202",7
"1254","C2","C2","GO:0099068","postsynapse assembly","7/1017","34/23239",0.000573984686311112,0.00533340365280433,0.00374165076690619,"16180/192167/245537/18189/18213/19211/19280",7
"1259","C2","C2","GO:0099175","regulation of postsynapse organization","14/1017","117/23239",0.000599590296063398,0.00551894894471592,0.00387182011634439,"12361/103967/14360/16180/192167/245537/18187/18189/18213/19122/19211/19242/19280/22418",14
"1264","C2","C2","GO:0035733","hepatic stellate cell activation","4/1017","10/23239",0.000619472908974795,0.00559107154453818,0.00392241774564521,"11475/114886/214384/18596",4
"1283","C2","C2","GO:0062014","negative regulation of small molecule metabolic process","12/1017","93/23239",0.000735360380130013,0.0064824845817615,0.00454778880163177,"381290/81799/67800/50781/226144/16847/98496/19712/20613/20583/20848/394436",12
"1299","C2","C2","GO:0044091","membrane biogenesis","7/1017","36/23239",0.000825359863483948,0.00707040002655601,0.00496024104003205,"11735/13731/192167/245537/18189/19211/20742",7
"1301","C2","C2","GO:0099174","regulation of presynapse organization","7/1017","36/23239",0.000825359863483948,0.00707040002655601,0.00496024104003205,"16180/192167/245537/18189/18213/233489/19280",7
"1302","C2","C2","GO:0110053","regulation of actin filament organization","23/1017","254/23239",0.000831152918787207,0.00710821824574731,0.00498677242187594,"242894/69710/11856/109880/104445/104252/14219/50768/192176/227753/242553/14745/50918/18186/20356/20563/20741/20742/21809/56363/50875/22003/215280",23
"1312","C2","C2","GO:0099054","presynapse assembly","8/1017","47/23239",0.000900749914134555,0.00757776069688728,0.00531618005474451,"54725/16180/192167/245537/18189/18213/19211/19280",8
"1338","C2","C2","GO:0098727","maintenance of cell number","17/1017","167/23239",0.0010785357297732,0.00870423905859214,0.00610646125233585,"12316/109880/192119/56484/14369/30877/16000/16826/17979/18602/18933/20377/20843/20848/21386/52463/22070",17
"1348","C2","C2","GO:0106056","regulation of calcineurin-mediated signaling","7/1017","38/23239",0.00115644219607309,0.00918917165662391,0.00644666584689515,"381290/14200/16000/30937/54446/211323/19122",7
"1353","C2","C2","GO:0097720","calcineurin-mediated signaling","8/1017","49/23239",0.00119600508478664,0.00942715484384073,0.00661362301588655,"381290/14200/16000/30937/54446/211323/19056/19122",8
