"","Cluster","cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"63","C1","C1","GO:0060560","developmental growth involved in morphogenesis","44/1240","262/23239",1.24057570374552e-11,1.04562809315694e-09,7.5367305911758e-10,"20878/12159/12561/12808/12904/12977/12387/20430/56320/70433/13640/13690/13841/14164/14165/71436/14260/21410/15387/15519/15516/75605/269152/16869/18479/98711/116837/19876/58198/20347/20358/235072/20319/20474/20682/229285/24063/20983/81907/21849/360213/93840/225348/243905",44
"64","C1","C1","GO:0048562","embryonic organ morphogenesis","49/1240","315/23239",1.51444920140636e-11,1.25651957179184e-09,9.05680476367354e-10,"19378/216285/93760/12159/277939/207607/320790/12824/241324/68588/12387/13614/192170/13836/14048/14165/14180/14182/57265/14461/15111/15258/21410/15399/15400/15402/15404/15430/15902/106633/30841/16869/15531/18510/18741/19353/98711/12393/58198/212712/20474/26941/20586/20666/20682/20460/20897/76365/93840",49
"65","C1","C1","GO:0044784","metaphase/anaphase transition of cell cycle","20/1240","60/23239",1.63257263867932e-11,1.33368626329034e-09,9.61301071131664e-10,"11789/20877/11799/12235/12237/268697/52563/23834/229841/12704/67141/209334/105837/67052/59126/68501/70385/20460/21335/74335",20
"66","C1","C1","GO:0015931","nucleobase-containing compound transport","35/1240","180/23239",2.3709718389087e-11,1.90755461584927e-09,1.37493677930973e-09,"223921/24015/11838/66165/432508/68278/53817/276770/23881/74412/15382/53379/140486/319765/140488/68092/72787/230082/18148/103468/59015/18226/71805/56698/107939/19384/109095/110379/243328/67843/225027/107829/64930/103573/72322",35
"67","C1","C1","GO:0051302","regulation of cell division","32/1240","154/23239",2.74127104537603e-11,2.17255958969354e-09,1.56594839292808e-09,"11789/20878/20877/56208/23834/12704/52679/108961/13605/71877/14164/14176/14180/216963/16002/16319/381293/19348/240641/71819/16569/17242/18226/56452/54635/18654/225326/26934/239336/20319/50850/107829",32
"68","C1","C1","GO:0016331","morphogenesis of embryonic epithelium","35/1240","181/23239",2.79116210349561e-11,2.1795692308179e-09,1.5710008371997e-09,"19378/216285/11783/93760/12159/12160/330409/12808/68588/12387/14165/57265/21410/81896/30841/240641/16776/79464/14725/18141/18510/18530/98711/58198/99377/20319/20474/20666/20682/20460/76365/636931/64930/93840/243905",35
"69","C1","C1","GO:0035107","appendage morphogenesis","34/1240","173/23239",3.35645762731547e-11,2.54611285729216e-09,1.83519998991264e-09,"19378/216285/12125/12159/12166/277939/320790/12824/12904/12387/14165/14180/14182/14260/231470/14734/15111/15395/15405/209448/15430/81896/106633/14013/18741/106522/98711/12393/58198/99377/20319/20586/20666/20682",34
"70","C1","C1","GO:0035108","limb morphogenesis","34/1240","173/23239",3.35645762731547e-11,2.54611285729216e-09,1.83519998991264e-09,"19378/216285/12125/12159/12166/277939/320790/12824/12904/12387/14165/14180/14182/14260/231470/14734/15111/15395/15405/209448/15430/81896/106633/14013/18741/106522/98711/12393/58198/99377/20319/20586/20666/20682",34
"71","C1","C1","GO:2000278","regulation of DNA biosynthetic process","27/1240","114/23239",4.08525557909228e-11,3.05531086267324e-09,2.20222228103477e-09,"20877/12461/12462/12465/12466/12468/12469/12649/12387/70640/53817/245474/19252/50912/15234/219150/53379/11991/15519/15516/18148/208084/19718/106344/64074/21454/21781",27
"72","C1","C1","GO:1901989","positive regulation of cell cycle phase transition","24/1240","91/23239",4.34988860586804e-11,3.20804284682768e-09,2.31230920627722e-09,"11504/11792/11799/268697/12443/12530/12544/67849/12567/229841/27214/13205/76843/226419/14056/67141/14165/105837/18148/68501/53317/108911/19684/68612",24
"73","C1","C1","GO:0010948","negative regulation of cell cycle process","39/1240","222/23239",4.48867432599124e-11,3.26504940698815e-09,2.35339868050528e-09,"11789/20877/11799/12159/12189/12235/12237/12317/268697/12443/12449/23834/12567/229841/12649/269582/52468/233805/76843/52679/108961/14056/67141/14165/14184/209334/15516/105837/67052/18148/57913/30939/24061/13006/70385/20460/77011/235559/74335",39
"74","C1","C1","GO:0003205","cardiac chamber development","36/1240","194/23239",5.00755512462061e-11,3.56020529072658e-09,2.56614261811515e-09,"11504/108154/71770/93760/12159/12160/12166/320790/12387/16007/109620/112405/14180/17300/57265/15111/15213/15902/16392/16449/14725/268977/77579/15531/18510/18741/19876/268902/58198/99377/20319/20586/20662/20666/20897/93840",36
"75","C1","C1","GO:0010833","telomere maintenance via telomere lengthening","22/1240","77/23239",5.02853854622399e-11,3.56020529072658e-09,2.56614261811515e-09,"20877/12461/12462/12465/12466/12468/12469/12387/70640/72162/245474/50912/219150/53379/15519/15516/11545/208084/19361/68275/21454/74493",22
"76","C1","C1","GO:0098727","maintenance of cell number","33/1240","167/23239",5.59419864744815e-11,3.90857826551969e-09,2.81724463741294e-09,"11789/93760/77578/12166/12558/72068/12387/74203/14056/211651/14165/14182/14184/14461/15364/21410/140486/30841/16590/83557/244329/14013/23989/69792/18510/18536/58198/99377/20586/24061/13006/20682/93840",33
"77","C1","C1","GO:0030900","forebrain development","54/1240","382/23239",6.04906529277315e-11,4.17149827332798e-09,3.00675343875915e-09,"19378/11783/11803/93760/12159/12166/12558/320790/12387/70433/71877/13845/14165/14182/14184/14461/15364/15387/15902/140486/16392/16485/30841/381293/16869/110648/14725/16975/244329/17242/14013/77579/17967/15531/13865/18479/18536/18741/18992/19091/19353/19823/19876/268902/58198/212712/20586/20460/21335/81907/21974/64930/209012/22627",54
"78","C1","C1","GO:0022613","ribonucleoprotein complex biogenesis","57/1240","420/23239",9.03096180413518e-11,6.14800092050741e-09,4.43138692575378e-09,"24015/66165/320790/72068/231464/432508/56200/53817/13205/245474/14000/13665/13669/55944/217869/50912/27041/23881/237221/14786/217995/15519/15516/226432/29806/67070/67678/75593/17975/100608/230082/67134/55989/18148/27374/214572/68879/56195/110816/19384/19656/70285/100503670/67223/72462/320632/20641/20815/20937/108143/64930/382038/225348/72515/67936/73674/103573",57
"79","C1","C1","GO:0010721","negative regulation of cell development","53/1240","375/23239",9.17273272854315e-11,6.16546972007141e-09,4.44397817468127e-09,"19716/12159/12166/56710/12317/12484/12494/12704/23790/12933/12387/76441/70433/63953/13427/13640/13642/74203/13838/13841/270120/14184/15213/15364/15399/15902/15903/16392/16449/23924/259277/83557/110648/17268/13865/235106/18479/18536/235472/19283/108911/19736/13610/20347/20358/20666/20682/229285/20257/20983/21834/360213/64930",53
"80","C1","C1","GO:0071897","DNA biosynthetic process","32/1240","161/23239",9.31138550115083e-11,6.18043212638887e-09,4.454762852919e-09,"20877/12461/12462/12465/12466/12468/12469/12649/12387/70640/53817/245474/76843/19252/50912/15234/219150/53379/11991/15519/15516/16881/18148/208084/18971/18973/19718/106344/68275/64074/21454/21781",32
"81","C1","C1","GO:0060485","mesenchyme development","43/1240","269/23239",1.09530766994014e-10,7.18035028071868e-09,5.17548887316744e-09,"19378/216285/12159/12160/12166/23790/241324/12387/233651/13614/14056/14165/14180/14182/17300/15229/14464/14538/15111/15117/15213/15384/15402/16392/16449/243574/16776/17285/68371/208177/18741/224143/98711/19876/268902/20347/20358/20319/20474/20666/20682/21849/93840",43
"82","C1","C1","GO:0030071","regulation of mitotic metaphase/anaphase transition","18/1240","53/23239",1.18366245685916e-10,7.65249280173136e-09,5.51580212649325e-09,"11789/20877/11799/12235/12237/268697/52563/23834/229841/67141/209334/105837/67052/59126/68501/70385/20460/74335",18
"83","C1","C1","GO:2000573","positive regulation of DNA biosynthetic process","21/1240","73/23239",1.19615235883936e-10,7.65249280173136e-09,5.51580212649325e-09,"20877/12461/12462/12465/12466/12468/12469/12387/53817/245474/15234/219150/53379/11991/15519/15516/18148/19718/106344/64074/21454",21
"84","C1","C1","GO:0051168","nuclear export","29/1240","137/23239",1.44762864430601e-10,9.15108107293444e-09,6.59596209360484e-09,"24015/66165/12317/432508/110750/68278/53817/217378/276770/74412/53379/240354/230082/18148/103468/59015/71805/68051/56698/19250/19384/19387/109095/107829/64930/103573/72322/74204/22627",29
"85","C1","C1","GO:0000281","mitotic cytokinesis","22/1240","81/23239",1.49738300999944e-10,9.35423974482004e-09,6.74239581963835e-09,"68743/11789/11799/12615/74107/12704/80986/13605/71877/16319/19348/240641/71819/77579/18226/108907/18571/26934/24050/235072/50850/16765",22
"86","C1","C1","GO:0050678","regulation of epithelial cell proliferation","50/1240","349/23239",1.92441438497764e-10,1.18821399816643e-08,8.56446842567773e-09,"19378/11789/11846/11946/11799/12159/12160/12166/12173/12443/12560/12387/13052/13386/63953/13601/13642/14048/14164/14165/14180/14182/14184/114142/14461/14734/15117/15213/15364/97165/15312/15402/81896/16002/16392/75605/16542/328949/18102/18148/68371/18654/19876/20319/20474/20666/20682/76365/226841/22346",50
"87","C1","C1","GO:0007411","axon guidance","38/1240","223/23239",1.99739296784846e-10,1.21909846658337e-08,8.78707904548942e-09,"11603/11658/12561/53870/12933/20430/70433/13640/13642/13723/13838/13841/13845/399558/71436/15229/14432/14587/15399/16392/16869/110648/77579/17967/235611/235472/19353/19876/268902/20347/20358/23964/107449/22253/210801/93840/212168/67263",38
"88","C1","C1","GO:0034248","regulation of cellular amide metabolic process","51/1240","361/23239",2.10801401542479e-10,1.2719948206711e-08,9.16834803837864e-09,"211064/11803/12317/53872/12567/72068/231464/27373/20430/16007/53817/13205/72162/224045/13665/27979/55944/192170/74203/13690/217869/276770/13838/107508/74412/14786/11991/140486/319765/140488/16201/64602/243574/83557/67070/75593/17347/68092/17975/18148/18648/19205/69956/66704/100503670/211006/20425/67843/233744/636931/64930",51
"89","C1","C1","GO:0097485","neuron projection guidance","38/1240","224/23239",2.28412948680773e-10,1.36277837920776e-08,9.82270232292477e-09,"11603/11658/12561/53870/12933/20430/70433/13640/13642/13723/13838/13841/13845/399558/71436/15229/14432/14587/15399/16392/16869/110648/77579/17967/235611/235472/19353/19876/268902/20347/20358/23964/107449/22253/210801/93840/212168/67263",38
"90","C1","C1","GO:0060993","kidney morphogenesis","24/1240","98/23239",2.33378353940615e-10,1.37527633859239e-08,9.91278574114766e-09,"12159/12387/233651/14048/14164/14165/14260/15229/231470/14537/14734/15213/21410/269152/16776/16869/114249/18510/18654/58198/20474/20682/243931/93840",24
"91","C1","C1","GO:0007052","mitotic spindle organization","25/1240","106/23239",2.35687658779487e-10,1.37527633859239e-08,9.91278574114766e-09,"20878/20877/66165/77744/268697/107995/229841/71877/16551/71819/16563/16569/16211/17865/67052/18226/70235/26934/24061/13006/50850/20460/16765/21335/72119",25
"92","C1","C1","GO:0045839","negative regulation of mitotic nuclear division","18/1240","55/23239",2.38369772637439e-10,1.37580814424435e-08,9.91661891658727e-09,"11789/20877/11799/12159/12235/12237/268697/229841/12649/67141/14184/209334/105837/67052/30939/70385/20460/74335",18
"93","C1","C1","GO:0006323","DNA packaging","32/1240","167/23239",2.50137069610688e-10,1.42820197809973e-08,1.02942658189526e-08,"14312/268697/67849/12615/27221/110749/13368/15201/320332/15364/15289/17216/244329/23942/53605/50927/68298/78658/54392/76044/215387/18148/108907/70645/59001/19646/56086/20586/70099/20682/20937/21973",32
"94","C1","C1","GO:0051656","establishment of organelle localization","60/1240","468/23239",2.91853435229826e-10,1.64866142667061e-08,1.18833044848337e-08,"24015/11784/66165/56208/11799/268697/52563/67849/52276/12560/12615/12617/229841/108000/94040/54160/12387/14048/14165/14461/216963/381293/110033/71819/73804/16570/16590/16211/244329/77579/17918/67052/18039/18148/18226/108907/18536/213760/19384/116837/242662/72080/20528/26941/20614/67826/20616/50850/70385/24063/76205/20908/64051/20963/20983/21335/360213/94090/103573/22631",60
"95","C1","C1","GO:0050807","regulation of synapse organization","41/1240","257/23239",3.1542240553616e-10,1.7515328911738e-08,1.26247865840181e-08,"11603/11838/239027/12323/53872/12404/107995/12558/12564/20430/56320/13640/112405/13838/13841/13845/104156/223254/399558/71436/14432/234267/15387/93842/545156/259277/16975/77579/18430/18530/56376/242662/20474/245450/20616/231637/22142/22154/22346/22631/241514",41
"96","C1","C1","GO:0000723","telomere maintenance","27/1240","124/23239",3.1666131365854e-10,1.7515328911738e-08,1.26247865840181e-08,"11792/20877/12447/12461/12462/12465/12466/12468/12469/12387/70640/72162/245474/50912/219150/53379/11991/15519/15516/68501/11545/208084/19361/68275/21454/74493/74335",27
"97","C1","C1","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","18/1240","56/23239",3.33845650840426e-10,1.82754681027079e-08,1.31726835209527e-08,"11789/20877/11799/12235/12237/268697/52563/23834/229841/67141/209334/105837/67052/59126/68501/70385/20460/74335",18
"98","C1","C1","GO:0061640","cytoskeleton-dependent cytokinesis","23/1240","92/23239",3.53946861903149e-10,1.91781411908747e-08,1.38233167548856e-08,"68743/11789/20877/11799/12615/74107/12704/80986/13605/71877/16319/19348/240641/71819/77579/18226/108907/18571/26934/24050/235072/50850/16765",23
"99","C1","C1","GO:0006338","chromatin remodeling","27/1240","125/23239",3.83630655775699e-10,2.0576553355242e-08,1.48312712854911e-08,"56456/66471/93760/22385/330409/320790/12649/12387/66233/15201/15289/97165/15354/23942/50927/18148/70645/59001/19231/19646/212712/20586/57376/12180/20682/64707/21969",27
"100","C1","C1","GO:0060537","muscle tissue development","59/1240","460/23239",4.04148301054118e-10,2.14602747859737e-08,1.5468244448766e-08,"11464/19378/11789/93760/11910/244810/77578/12159/12160/12166/12301/268697/108000/320790/12387/13052/53817/109620/13614/13642/112405/14048/71999/14164/14180/14182/17300/114142/14615/15213/15430/15902/16392/16468/14725/17268/17295/109272/77579/17967/74103/18479/56376/18741/224143/64082/19017/19091/19736/20474/20541/12180/20666/20679/20682/20897/76365/64930/243931",59
"101","C1","C1","GO:0001763","morphogenesis of a branching structure","39/1240","239/23239",4.32433359597465e-10,2.25183788562018e-08,1.62309100051838e-08,"12159/29876/12977/12387/18163/233651/13614/13836/13841/104156/14048/14164/14165/14182/15229/14734/15234/15364/21410/15387/15402/75605/16542/16776/16869/17295/114249/18479/18510/18654/18741/98711/72780/58198/20319/20474/20682/24063/93840",39
"102","C1","C1","GO:0010639","negative regulation of organelle organization","53/1240","391/23239",4.32556430006137e-10,2.25183788562018e-08,1.62309100051838e-08,"11789/20877/56208/11799/12159/12189/12235/12237/268697/12449/229841/12649/80986/76686/56320/70640/13433/50912/67141/14184/14228/209334/63985/15234/16468/74187/65970/17216/17295/105837/67052/18148/11545/208177/208084/213556/19017/30939/19684/67588/237782/70385/20460/16765/20257/20983/67046/50876/74493/21973/94090/22153/74335",53
"103","C1","C1","GO:0032200","telomere organization","27/1240","126/23239",4.63750424551755e-10,2.3840007161564e-08,1.71835198809489e-08,"11792/20877/12447/12461/12462/12465/12466/12468/12469/12387/70640/72162/245474/50912/219150/53379/11991/15519/15516/68501/11545/208084/19361/68275/21454/74493/74335",27
"104","C1","C1","GO:1901992","positive regulation of mitotic cell cycle phase transition","21/1240","78/23239",4.66922927458126e-10,2.3840007161564e-08,1.71835198809489e-08,"11504/11792/11799/268697/12443/12530/12544/67849/12567/229841/27214/13205/76843/67141/14165/105837/68501/53317/108911/19684/68612",21
"105","C1","C1","GO:0006397","mRNA processing","57/1240","439/23239",5.03235606103538e-10,2.54493435086647e-08,1.83435054014282e-08,"110532/11803/268697/70233/71702/231464/94230/432508/104721/68278/53817/13204/72162/20624/192170/237221/15382/53379/15387/76936/16588/67678/68092/18148/68479/53317/18949/11758/27374/214572/68879/19205/56195/93686/109095/66704/19656/19663/72486/72462/106583/75062/319322/66660/74255/320632/53607/20639/20641/20815/75956/225027/68991/70616/230908/219249/107829",57
"106","C1","C1","GO:0019827","stem cell population maintenance","31/1240","163/23239",5.77218989749047e-10,2.89154041091268e-08,2.08417899377114e-08,"11789/93760/77578/12166/12558/72068/12387/74203/211651/14165/14182/14184/14461/15364/21410/140486/30841/16590/83557/244329/23989/69792/18510/18536/58198/99377/20586/24061/13006/20682/93840",31
"107","C1","C1","GO:0050768","negative regulation of neurogenesis","47/1240","327/23239",6.0398858215148e-10,2.99736389834052e-08,2.16045497757283e-08,"19716/12159/12166/56710/12317/12484/12494/12704/12933/12387/76441/70433/63953/13427/13642/74203/13838/13841/270120/14184/15213/15364/15399/15902/15903/16392/16449/23924/259277/83557/110648/17268/13865/235106/18536/235472/19283/20347/20358/20666/20682/229285/20257/20983/21834/360213/64930",47
