,status,family,pval,qval,genes,num_cells_expressed,C1,C3,C2,C4,cluster
Esr1,OK,negbinomial.size,4.07133767149893e-11,5.90412812497077e-10,Esr1,129,1.08563530697468,6.19553008330241,5.2048024079871,7.42065453002174,C4
Esr2,OK,negbinomial.size,9.1644025405219e-18,2.4453948146531e-16,Esr2,57,0.352682197668655,0.759127238470902,7.26008285699562,49.4236398127078,C4
Esyt1,OK,negbinomial.size,0.00163308606619152,0.00684470057654658,Esyt1,75,3.4624552364061,8.84076340228914,12.0440060788513,0.950300425242581,C2
Etfdh,OK,negbinomial.size,1.02390028930458e-07,9.94745424571357e-07,Etfdh,281,10.8180135573809,25.9289823472422,7.32500508469671,20.5748100442323,C3
Etl4,OK,negbinomial.size,1.2043261775592e-17,3.17443598810328e-16,Etl4,262,9.64412467854672,1.27481231472163,4.56592193279914,9.38461349401508,C1
Etnk2,OK,negbinomial.size,1.56399631929144e-43,1.79622184420051e-41,Etnk2,203,5.30801560269113,39.8325512664119,0.251787040569945,20.7074667851735,C3
Ets1,OK,negbinomial.size,0.0121533379320079,0.0373187839148764,Ets1,189,7.18984714099662,6.05760157852101,14.7257253912497,5.91108124597868,C2
Etv5,OK,negbinomial.size,1.68532687403819e-06,1.3887482114512e-05,Etv5,91,8.47710305609315,1.59172696494278,3.85511992811741,0.060235193989477,C1
Eva1a,OK,negbinomial.size,0.00251405226455979,0.00990148630711347,Eva1a,25,2.7094764904907,1.1157572853644,0.0346170731233329,0,C1
Eva1b,OK,negbinomial.size,0.00355162254273838,0.0133268730359521,Eva1b,261,4.82152937013309,12.6632493197688,20.4977619747668,1.25604991380407,C2
Exd2,OK,negbinomial.size,1.16854663500135e-08,1.28580114337231e-07,Exd2,128,22.2303059469988,7.44289355707885,6.20795721300772,0.720481392490653,C1
Exo1,OK,negbinomial.size,0.00104959784321863,0.00469272751384122,Exo1,134,7.05248814886006,2.415028403129,5.07556519300864,2.20859607661937,C1
Exoc3l,OK,negbinomial.size,9.95376784025052e-07,8.47354836063153e-06,Exoc3l,23,0.0324537262060772,3.71342602210425,0.00171167863250901,0.298740244563017,C3
Exoc3l2,OK,negbinomial.size,4.09565974818346e-11,5.92603727119054e-10,Exoc3l2,49,0.241722061195807,9.39522474196942,0.0787272210428747,0.0224456529686087,C3
Exoc5,OK,negbinomial.size,0.0039271052542813,0.014473893300412,Exoc5,248,5.23049557029693,2.3653946163018,7.54652546956964,6.54615753273714,C2
Exoc6,OK,negbinomial.size,5.19021609428937e-13,9.05858203810641e-12,Exoc6,39,5.38103971910016,2.97007900229471,0,13.660794728415,C4
Exoc7,OK,negbinomial.size,0.00145487339603884,0.00620286260962799,Exoc7,248,20.3769559815491,26.106280197957,9.3269067699755,10.5136485191981,C3
Exosc10,OK,negbinomial.size,0.0107253564147036,0.0336913469650992,Exosc10,297,29.1521699262509,21.4583015830595,18.9489784288718,7.23530401889921,C1
Exosc2,OK,negbinomial.size,0.000129385657459387,0.000731233616827808,Exosc2,275,34.6304353722803,14.0163839726495,20.9369536088926,50.4456527121547,C4
Ext1,OK,negbinomial.size,0.0121439748843294,0.0372989371865161,Ext1,362,10.6359865162855,11.7827986025351,4.43893618443044,7.30474713475097,C3
Extl2,OK,negbinomial.size,1.14928607343871e-05,8.10930705575543e-05,Extl2,143,11.6304734846371,16.9463555307343,37.0188703208386,2.04722311087827,C2
Eya1,OK,negbinomial.size,7.08390960861227e-08,7.02546871978254e-07,Eya1,21,0.980316883864001,0.00293953299795892,0.00315195414706959,0,C1
Eya4,OK,negbinomial.size,0.00177668110876583,0.00735310460169077,Eya4,13,0.429377414168874,0.000301052766766572,0,0.66218471949096,C4
Ezh1,OK,negbinomial.size,0.00134291785887491,0.00578885804916488,Ezh1,159,3.21533653826355,6.24335671136919,11.2374880053364,11.6230543772803,C4
Ezh2,OK,negbinomial.size,1.20551257569156e-11,1.87050763101574e-10,Ezh2,363,43.9586954272261,12.9682184424327,23.0136830718318,14.5966984469042,C1
Ezr,OK,negbinomial.size,6.52740918357595e-08,6.50868715723546e-07,Ezr,257,26.5489915670979,21.2691795061662,1.3688593949371,42.8834057955909,C4
F11r,OK,negbinomial.size,1.05967898196315e-23,4.36879831570258e-22,F11r,387,82.6405892699066,202.250326369694,25.0520703499809,48.3256528884838,C3
F2r,OK,negbinomial.size,3.10534879490399e-11,4.55982894393266e-10,F2r,295,53.9307573534734,14.0651343462522,23.7320713405976,14.0581047319458,C1
F3,OK,negbinomial.size,5.44061426422933e-14,1.04764403114943e-12,F3,82,15.8152551892185,25.1504083338514,0.278287384727726,2.19069397108411,C3
Fabp3,OK,negbinomial.size,0.00194662838814656,0.0079364440433373,Fabp3,90,3.94532227724065,14.5132195050503,0.239080850169173,35.8567356645709,C4
Fabp5,OK,negbinomial.size,7.54934646942422e-08,7.45831364333362e-07,Fabp5,222,16.6832186113193,2.90649243915801,6.97298540078567,2.37119483452234,C1
Fads1,OK,negbinomial.size,2.78815717817098e-05,0.00018205109534423,Fads1,340,54.9174485634002,38.4928098903822,60.7719419836416,7.98448035024991,C2
Fads3,OK,negbinomial.size,0.0105458212035961,0.0332070742085329,Fads3,51,1.38929822062947,1.85717219964841,8.38922226451284,0,C2
Fah,OK,negbinomial.size,1.75008166228226e-05,0.000119107409639877,Fah,162,27.012265024619,31.6040754954754,7.3716874803864,1.90751882993602,C3
Faim2,OK,negbinomial.size,9.45837303053141e-05,0.000550511548831337,Faim2,32,0.184709454077795,2.60344723678888,0,0.200377555526314,C3
Fam102a,OK,negbinomial.size,0.000882727221921494,0.00403214497712222,Fam102a,124,8.01468035043954,3.78106592662763,4.8432115463674,0.0108171666646252,C1
Fam102b,OK,negbinomial.size,2.32703944366744e-08,2.46359739620529e-07,Fam102b,123,9.10677801208813,5.99180764552803,29.1269357284562,2.88716522711858,C2
Fam107b,OK,negbinomial.size,0.000196774355764386,0.00106493959712012,Fam107b,114,13.6928760390526,5.52986595561355,2.33109521117585,14.1397150419774,C4
Fam111a,OK,negbinomial.size,1.03391792502683e-09,1.30513113538961e-08,Fam111a,122,12.2699860626502,2.10672947132551,17.2200134253041,2.08731961346016,C2
Fam114a1,OK,negbinomial.size,6.46590430364999e-05,0.000392315693669103,Fam114a1,227,17.484203677976,20.2861247848369,59.0103536610595,19.7058497368432,C2
Fam115a,OK,negbinomial.size,0.00335898860324989,0.0127153238386119,Fam115a,368,18.2638787583906,15.8206256969448,8.69096078717293,8.22880881047929,C1
Fam118b,OK,negbinomial.size,0.0002704534599639,0.00142400444351848,Fam118b,239,11.8520899639088,19.252238496221,11.1105617770122,1.63374687137412,C3
Fam120a,OK,negbinomial.size,0.000478269913777136,0.00234988002326788,Fam120a,472,49.2673804640441,64.3431180541363,78.9051677473907,121.55587341684,C4
Fam129a,OK,negbinomial.size,1.11616699202531e-08,1.23450180725895e-07,Fam129a,82,0.495116440583682,5.6494578057215,2.28351448928951,4.95537097848037,C3
Fam134b,OK,negbinomial.size,3.51687961548169e-16,8.27013208298738e-15,Fam134b,37,2.9200480395683,5.53654397011106,0,21.8448425165643,C4
Fam136a,OK,negbinomial.size,0.000196794015576034,0.00106493959712012,Fam136a,405,160.830262474505,195.929713389139,74.2267296637506,171.442239517048,C3
Fam13a,OK,negbinomial.size,6.13879050114576e-25,2.78039655690978e-23,Fam13a,70,0.143364888711315,2.13897452806246,2.29634999200329,29.6490215356826,C4
Fam13c,OK,negbinomial.size,5.12210992125913e-08,5.17969338971353e-07,Fam13c,22,0.591428253436963,0.0986486354732956,6.39000007695259,10.8910673105973,C4
Fam160a2,OK,negbinomial.size,0.0085717698794353,0.0279188781996287,Fam160a2,193,3.86034369520055,2.95711628064931,0.65086076026639,3.07747238646263,C1
Fam163a,OK,negbinomial.size,2.18497063680079e-14,4.36084456653066e-13,Fam163a,15,3.6068291287617,0.00130577860254903,0.511652770589486,0,C1
Fam171a1,OK,negbinomial.size,4.71535790248891e-12,7.60070785710712e-11,Fam171a1,144,8.2180275970743,1.90166292874161,27.75389587713,2.35242784861419,C2
Fam171b,OK,negbinomial.size,3.71100021496222e-07,3.34744710834916e-06,Fam171b,55,2.51549110506396,0.157894364815579,2.61620987627354,7.89199992388447,C4
Fam178a,OK,negbinomial.size,0.0169110050001653,0.0492053510831921,Fam178a,465,26.7881423966993,31.7433224343395,33.0901140364539,61.2029345399743,C4
Fam187b,OK,negbinomial.size,2.01597883626334e-07,1.8886770408489e-06,Fam187b,21,2.64188323813225,4.48890062621856,0,0,C3
Fam196a,OK,negbinomial.size,0.000117349285052392,0.000669356582016369,Fam196a,56,6.24013944847604,1.86782774314578,12.0159555667991,3.65108072276932,C2
Fam196b,OK,negbinomial.size,1.84238752881593e-54,3.43458417147236e-52,Fam196b,57,0.00531533184347682,9.30905815204401,0.00997434818728257,0,C3
Fam198a,OK,negbinomial.size,1.81021777861943e-24,7.86649705621004e-23,Fam198a,27,0.079541888483027,3.41573899220368,12.7910554018164,33.6587937798206,C4
Fam198b,OK,negbinomial.size,0.00489237809077991,0.0174855958270914,Fam198b,222,7.4031561774263,12.9126318878714,6.48986350724955,5.37376002325588,C3
Fam19a2,OK,negbinomial.size,1.29131786578886e-36,1.07858582517157e-34,Fam19a2,51,7.6175635303552,0.00890916678815126,0,0,C1
Fam208a,OK,negbinomial.size,0.0134855837442324,0.0407481944331832,Fam208a,297,7.85881659954603,11.4519401618069,16.6474600415541,16.2447498398658,C2
Fam208b,OK,negbinomial.size,0.000223362716828053,0.00119812953567942,Fam208b,291,13.1559340110173,7.89626923364916,8.91379298390131,1.23445887539633,C1
Fam20b,OK,negbinomial.size,0.00196378050814885,0.00799876778857462,Fam20b,172,6.39785018700419,3.39605943696649,2.49642141057353,12.0228968175033,C4
Fam21,OK,negbinomial.size,0.000316296055810625,0.00163197599915446,Fam21,348,23.3692714461566,28.1936397470065,18.9928148215869,77.2319867653911,C4
Fam213a,OK,negbinomial.size,0.00236228566061859,0.00939581955860757,Fam213a,204,28.0573199638055,12.8972821354696,19.8180772464579,6.97933655496749,C1
Fam214a,OK,negbinomial.size,1.04957651310346e-09,1.32359830274998e-08,Fam214a,193,6.54588292491793,23.7262055628271,3.19154561584071,11.1630473385142,C3
Fam219b,OK,negbinomial.size,6.19828422877272e-06,4.58737226897028e-05,Fam219b,255,37.8863681279593,35.0287552092035,92.4722970172293,73.8920613292174,C2
Fam3a,OK,negbinomial.size,0.00184181886931846,0.00756669310636963,Fam3a,136,6.29296857842305,20.7231931176583,10.4889628105976,13.9185088586921,C3
Fam3c,OK,negbinomial.size,0.00148961307146234,0.00633627411978178,Fam3c,387,8.25374680009329,5.1225119226689,16.4717096364533,26.5497887946073,C4
Fam49a,OK,negbinomial.size,2.21179973650453e-05,0.000147564211673536,Fam49a,69,5.50618894356186,1.87485262910635,8.28553015611138,0.0041046479999487,C2
Fam49b,OK,negbinomial.size,0.0101165393507396,0.032051489080927,Fam49b,175,7.27383496364338,4.1064063820389,0.560436644880458,7.03416026514092,C1
Fam53a,OK,negbinomial.size,0.016147697690787,0.0474652274672288,Fam53a,98,1.78687228209348,0.47595992465854,0.26915073654918,3.66759551801246,C4
Fam53b,OK,negbinomial.size,0.0147579788576301,0.0439629184913608,Fam53b,117,1.16454002998561,3.94478819225737,1.20784218140949,1.34722387772945,C3
Fam57a,OK,negbinomial.size,0.00238244500718623,0.00946137392017181,Fam57a,111,8.15798084602551,2.7274906982163,4.12050523435821,6.67317438763106,C1
Fam60a,OK,negbinomial.size,2.52699066977696e-12,4.20500400845292e-11,Fam60a,465,213.208205772385,108.248246636404,55.0120648757378,134.387880357067,C1
Fam63a,OK,negbinomial.size,7.43796778258999e-05,0.000445205116740135,Fam63a,239,8.87851215815362,15.6465381267132,3.80660586760357,15.9513027323726,C4
Fam64a,OK,negbinomial.size,0.000810799163740993,0.0037340886656643,Fam64a,104,13.8834194439501,2.65809470771214,11.155166646087,10.3760473521092,C1
Fam65a,OK,negbinomial.size,0.00744417949672205,0.0248004353448163,Fam65a,133,7.06360492785966,8.68618124076686,0.938327848886451,5.39907807117515,C3
Fam65c,OK,negbinomial.size,0.00524096401232583,0.0185408471096114,Fam65c,20,1.59709295313487,0.730406682239782,0.00287173766786134,0.490476545986061,C1
Fam73b,OK,negbinomial.size,4.55906711733265e-05,0.000287326214258941,Fam73b,86,3.31090388111093,1.8154501586504,12.6374239912433,2.1387161795037,C2
Fam81a,OK,negbinomial.size,1.01846091545135e-05,7.25385769432353e-05,Fam81a,91,3.153058294858,6.58532205932609,4.33414484488621,36.9805864371806,C4
Fam83g,OK,negbinomial.size,7.94844877628351e-07,6.86180514156609e-06,Fam83g,40,0.144962141877396,2.62643331617635,0.0392985688278833,0.0786639741238874,C3
Fam84b,OK,negbinomial.size,0.00232459659414838,0.00928034946943845,Fam84b,166,6.3362371688282,5.71171186462364,0.855029060319855,1.40533631064127,C1
Fam96b,OK,negbinomial.size,0.00384997302164564,0.0142427963696945,Fam96b,296,25.2429691471463,34.1984490523173,4.36473751792752,42.3571613275593,C4
Fam98c,OK,negbinomial.size,0.00284398545159738,0.0110286960699117,Fam98c,64,0.756384402602095,5.69789770365116,1.94129045370943,0.209235581253743,C3
Fancd2,OK,negbinomial.size,2.45113823240354e-05,0.000162186168124521,Fancd2,70,3.02135644639107,0.212134477985521,0.740895457774575,0.491360149308129,C1
Fancl,OK,negbinomial.size,0.00203630894491447,0.00826800566869787,Fancl,250,18.8895478735219,14.7983153234537,4.01216148545687,15.7801524750807,C1
Fancm,OK,negbinomial.size,0.012083671678423,0.0371492038239853,Fancm,130,3.29914884662997,2.3427948951863,6.98626481294765,0.616307565772716,C2
Farp1,OK,negbinomial.size,1.73470887777153e-05,0.000118186230374869,Farp1,259,20.140213312853,10.9593057404591,7.84467709791682,2.0737320752037,C1
Farsb,OK,negbinomial.size,0.00408379393260771,0.014957244121621,Farsb,254,45.945604396757,24.7411885708729,20.9391888238953,39.41544740707,C1
Fat1,OK,negbinomial.size,1.16737562795344e-07,1.12479046459664e-06,Fat1,285,7.32409054213266,4.07626632416554,0.796847535319479,5.04371145330899,C1
Fat3,OK,negbinomial.size,6.11552603714306e-08,6.12648063985757e-07,Fat3,49,1.08721162829076,0.0401075716826454,0.396081874884588,0.000543334142338747,C1
Fat4,OK,negbinomial.size,3.93647130564799e-19,1.14299842899662e-17,Fat4,292,2.91842298861575,6.3039490927316,16.3602597686313,0.196339370343681,C2
Faxc,OK,negbinomial.size,1.61104497434128e-06,1.33094871579653e-05,Faxc,24,0.798990482796892,0.223838313518785,0,0,C1
Fblim1,OK,negbinomial.size,9.62316247927232e-49,1.40662203376e-46,Fblim1,219,35.1871759263984,5.12766948163298,86.9931580542579,0.209741580685594,C2
Fbln1,OK,negbinomial.size,2.53126949411211e-06,2.02485817803259e-05,Fbln1,281,19.7975346554699,9.24061792727984,37.968998274258,26.9342113461983,C2
Fbln2,OK,negbinomial.size,1.08061482002011e-08,1.19723931351582e-07,Fbln2,150,15.0411045999329,7.47642444872189,3.95842883062971,0.64883057640696,C1
Fbln5,OK,negbinomial.size,8.91653610975737e-09,9.96467454212068e-08,Fbln5,59,2.62372500700901,0.408778219414991,11.6218039510645,4.12857282960286,C2
Fbln7,OK,negbinomial.size,1.60083906244031e-10,2.18362596608374e-09,Fbln7,15,0.431663867173523,0,9.14928670764779,0.0942598949439586,C2
Fbn1,OK,negbinomial.size,2.1113063156266e-23,8.5671082453959e-22,Fbn1,220,5.23730099088589,1.75123542995599,26.9156362819406,3.96554881227626,C2
Fbxl20,OK,negbinomial.size,0.0154235389978872,0.0456600649320653,Fbxl20,158,2.13702790895181,3.46815460013955,0.858500962192696,0.866239536879718,C3
Fbxl3,OK,negbinomial.size,0.00602926152099557,0.0208032164550874,Fbxl3,239,6.94240338733354,6.62622854556712,19.3384552822233,7.32908400320616,C2
Fbxl5,OK,negbinomial.size,0.0166972454863746,0.048746406874997,Fbxl5,325,11.1373981437639,10.8396735262749,4.86324862926238,11.7872818105677,C4
Fbxo21,OK,negbinomial.size,7.954240023722e-16,1.81410264938185e-14,Fbxo21,257,11.2971019001369,39.3739938357316,4.97170862660548,51.4914258095089,C4
Fbxo22,OK,negbinomial.size,0.000867952281488359,0.00397312106647145,Fbxo22,192,27.8803358901088,22.3832751783582,5.60734913369785,14.1536782418712,C1
Fbxo25,OK,negbinomial.size,3.50396030737801e-07,3.18076509765726e-06,Fbxo25,129,11.3584980984882,23.7357688660419,0.957683967863624,11.9878544817239,C3
Fbxo32,OK,negbinomial.size,0.00150900570068834,0.00641028412415923,Fbxo32,42,0.774347332921913,0.279002760483853,4.78678102921442,1.28723683540932,C2
Fbxo38,OK,negbinomial.size,0.00063696347918297,0.00302334362831385,Fbxo38,252,21.3415229446498,20.1231916846268,7.09278328801456,7.51019790061568,C1
Fbxo5,OK,negbinomial.size,1.2126186340777e-07,1.16402339478668e-06,Fbxo5,143,36.8576017409315,8.32159199782325,12.4710874730303,6.56037259062379,C1
Fbxo8,OK,negbinomial.size,0.00363463506591538,0.0135789459346121,Fbxo8,148,6.74802852125631,10.5116521425876,1.5459334547384,15.4950329582956,C4
Fcgrt,OK,negbinomial.size,7.82541688691536e-09,8.8219401767215e-08,Fcgrt,229,23.3907139494967,38.4128508601147,119.979580696785,35.619051095991,C2
Fdft1,OK,negbinomial.size,2.48673925307027e-05,0.00016437269790464,Fdft1,261,37.4063305185853,24.2845795008467,7.3774737283355,33.0023889355465,C1
Fdps,OK,negbinomial.size,0.00125661204242658,0.00547183503782434,Fdps,241,41.802203965341,26.7440968345191,10.2638800224914,67.4255326789087,C4
Fdxr,OK,negbinomial.size,1.28537279908506e-05,8.99062007320887e-05,Fdxr,152,4.98099140479595,20.5777795084165,6.50179385776971,4.14921381144758,C3
Fech,OK,negbinomial.size,0.00342471021613795,0.0129184890059186,Fech,182,9.17686017419995,21.7647748614949,17.0852968986858,26.105797397005,C4
Fem1b,OK,negbinomial.size,0.000351591191158746,0.00178473460610693,Fem1b,230,15.4591670404933,9.0049339778878,17.2054602493289,2.50651758448329,C2
Fen1,OK,negbinomial.size,2.47962071272031e-05,0.000163986433047411,Fen1,158,30.2004366808991,7.62276974289058,16.9253379732158,11.5726340453212,C1
Fgd4,OK,negbinomial.size,0.000159988870831619,0.000883234697642541,Fgd4,253,2.91866769038874,5.46083315881926,8.20091445615372,7.1629294857173,C2
Fgf1,OK,negbinomial.size,0.000697527247883697,0.00327336482653338,Fgf1,19,2.5814825587325,0.154149824451021,1.94264994751816,0.104871996480086,C1
Fgf10,OK,negbinomial.size,1.73765500149306e-24,7.57676484210346e-23,Fgf10,54,10.2705604939729,0.215786139408728,0.523624935745601,0.004201150105527,C1
Fgf5,OK,negbinomial.size,3.44948953182424e-06,2.68101412977977e-05,Fgf5,12,1.68496196576939,0.000774243953290874,0.00134262635851547,0.0815691055785821,C1
Fgf9,OK,negbinomial.size,5.42005765153225e-06,4.05574180172538e-05,Fgf9,48,2.32964633514261,0.824400498872237,0.00115060436775384,0,C1
Fgfr1,OK,negbinomial.size,6.66233922913171e-14,1.27716347994518e-12,Fgfr1,282,14.9890751417869,3.59373695958426,8.18561736274463,0.303962586387711,C1
Fgfr2,OK,negbinomial.size,7.03883949174107e-09,7.9912261590702e-08,Fgfr2,378,15.2960530956216,35.0708227050745,10.3463855455724,9.23576008877123,C3
Fgfr3,OK,negbinomial.size,4.38413885089919e-10,5.76617362363152e-09,Fgfr3,51,2.75294816734643,1.56088313447976,0.0223052441128737,0,C1
Fggy,OK,negbinomial.size,1.37829910741093e-05,9.56776115414288e-05,Fggy,98,3.00125713720995,7.42799808946977,0.40527567864808,4.36775166588947,C3
Fhdc1,OK,negbinomial.size,1.8543691769099e-09,2.25664623676368e-08,Fhdc1,15,0.389055354442788,0.118842797571835,0,9.03098482288079,C4
Fhl1,OK,negbinomial.size,9.87001498178647e-08,9.62075091662783e-07,Fhl1,134,17.4221487255191,5.17817274695613,12.8547289370596,41.9617154182825,C4
Fhl2,OK,negbinomial.size,9.2279306992213e-20,2.76687348680847e-18,Fhl2,102,8.17276144042993,2.28946793612814,82.6716030072595,7.41818553579644,C2
Fibin,OK,negbinomial.size,8.16216237235694e-07,7.02743605057746e-06,Fibin,27,1.97840994081499,0.00568694329738211,7.30109304993848,0.336454249920272,C2
Fig4,OK,negbinomial.size,2.9883579496677e-06,2.34958730480291e-05,Fig4,93,4.30521066874521,11.8300589915819,0.751647669607291,15.9493169680204,C4
Fign,OK,negbinomial.size,0.00133524340937605,0.00576350200496781,Fign,97,4.45387683553207,1.17070202375634,3.63890243696041,1.20266840992269,C1
Fignl1,OK,negbinomial.size,2.90561898205127e-11,4.2977928485695e-10,Fignl1,136,16.8138006778862,2.99344658523587,2.92195489731708,3.37348552055611,C1
Filip1,OK,negbinomial.size,0.0124100683258232,0.0379573273107263,Filip1,11,0.607097689057094,0.523285185714353,0.00160343163880828,0,C1
Filip1l,OK,negbinomial.size,0.00151900674550682,0.00644213114653946,Filip1l,121,5.11333826231299,4.01598760478844,15.0461335541629,10.3329649528876,C2
Fkbp14,OK,negbinomial.size,0.00666342379450986,0.022609237739061,Fkbp14,155,12.0846279344734,7.86106091339855,23.140611672256,20.1833376083303,C2
Fkbp3,OK,negbinomial.size,0.00253009424428256,0.00996161685466991,Fkbp3,525,419.514561648379,319.565898626534,290.626038653017,153.724714724969,C1
Fkbp4,OK,negbinomial.size,6.21407930521321e-06,4.59641760224023e-05,Fkbp4,452,98.639449344007,62.7001557300662,31.4841256365081,81.3563867445532,C1
Fkbp5,OK,negbinomial.size,4.19770200980675e-05,0.000266773917747748,Fkbp5,348,14.7988064858082,30.6073704909509,21.3996350246329,40.9174576270582,C4
Fkbp7,OK,negbinomial.size,0.0041938714152345,0.0152864176860758,Fkbp7,255,29.9888320463738,20.0947061356131,60.1680181960499,13.6906152102031,C2
Fkbp8,OK,negbinomial.size,0.00293267463700169,0.0113180299597218,Fkbp8,377,14.5386603444627,20.2888536391646,29.3885164136887,40.5739162202111,C4
Fkbp9,OK,negbinomial.size,6.02556546286536e-18,1.62829513758061e-16,Fkbp9,378,46.6777705312565,144.508573764542,34.7586459641629,41.4816109193386,C3
Fli1,OK,negbinomial.size,2.97291074070406e-09,3.56057270555646e-08,Fli1,74,6.78985809540589,0.368485629455814,4.91400941231308,0,C1
Flna,OK,negbinomial.size,2.53499391043927e-05,0.000167304395433455,Flna,519,44.2610406023662,32.2820730161508,54.7875731182803,13.107959978844,C2
Flnc,OK,negbinomial.size,5.20123019856808e-05,0.000323830706893423,Flnc,243,7.24074775883467,3.54841979225164,3.28247716447118,0.000505302155083135,C1
Flrt1,OK,negbinomial.size,3.33508459443016e-07,3.03256567333573e-06,Flrt1,170,15.9440814269084,18.3331889646328,3.78692512832338,2.37229678616183,C3
Flrt2,OK,negbinomial.size,0.000662674879864715,0.00312806861640361,Flrt2,200,18.2513995198389,12.2475006266806,11.3620180761942,3.36117202677897,C1
Flrt3,OK,negbinomial.size,5.95562155680008e-21,2.02129709987122e-19,Flrt3,248,46.6426212347835,17.3093661822313,10.2144328019992,0.478446028992308,C1
Fmn1,OK,negbinomial.size,0.00131576238150614,0.00569087138981625,Fmn1,28,0.39501366828335,0.0038728007377853,0.207038822808458,0,C1
Fmn2,OK,negbinomial.size,0.00316543410164591,0.0120821895695761,Fmn2,41,0.666058611565202,0.0105361740684702,0.678462147448162,1.62833491922162,C4
Fmnl2,OK,negbinomial.size,1.16441877500997e-14,2.36617988988202e-13,Fmnl2,298,6.0107034594345,27.7732306879684,26.9734344469665,4.6281782223181,C3
Fmo1,OK,negbinomial.size,1.13394842403156e-56,2.40404925764429e-54,Fmo1,41,1.05383696328229,0.860310321871773,49.6991130201111,0.00267789634861236,C2
Fmo5,OK,negbinomial.size,0.00831825152216931,0.027337166410236,Fmo5,16,0.237708290413002,1.89112602925305,0.094501842904371,0.725084831499989,C3
Fmod,OK,negbinomial.size,1.8644356028669e-11,2.83143272251203e-10,Fmod,35,6.64674410118027,0.190673191096137,0.292825869849056,0.00248097901495828,C1
Fn1,OK,negbinomial.size,1.79418901718924e-56,3.66327830604844e-54,Fn1,258,22.9268935846105,1.32845655738377,29.0420441307896,1.15932864946411,C2
Fnbp1,OK,negbinomial.size,1.82493338815956e-05,0.000123547990378402,Fnbp1,270,11.8295371197642,10.3337506916524,26.1521758539882,5.2553603038578,C2
Fnbp1l,OK,negbinomial.size,0.011282015763704,0.0351126466896986,Fnbp1l,429,18.6069516871092,11.7415766667002,12.843089176942,5.01473906353202,C1
Fndc1,OK,negbinomial.size,2.21554022253344e-05,0.00014773713780429,Fndc1,17,0.212432166222457,0.734710107329885,0,0,C3
Fndc3b,OK,negbinomial.size,3.2185124827701e-07,2.93199193101075e-06,Fndc3b,278,4.54604599192975,5.75825869842489,15.5549254362326,19.1693457298323,C4
Fndc3c1,OK,negbinomial.size,1.2035995411373e-33,9.05374321499948e-32,Fndc3c1,73,6.17189059854297,0.00598359921744916,2.01466977723822,0,C1
Fndc5,OK,negbinomial.size,3.10706897806116e-18,8.53979236427367e-17,Fndc5,172,5.73062848564215,50.2828502086706,10.6238109557788,16.7574122695257,C3
Folr1,OK,negbinomial.size,9.69076290258848e-26,4.72167739454529e-24,Folr1,115,3.09489396889994,41.3676122411384,0.757418069030477,8.25845558486368,C3
Fos,OK,negbinomial.size,4.69864998885552e-06,3.55731223111528e-05,Fos,516,368.821265562629,460.963590271864,822.053549103756,510.415156720474,C2
Fosb,OK,negbinomial.size,0.00532900246532689,0.0187946123629254,Fosb,347,21.5087276269262,29.9794550689076,49.5140396544523,38.0413577678325,C2
Fosl2,OK,negbinomial.size,0.00233936132844629,0.00932193456251692,Fosl2,226,11.4884278738582,5.97548816636743,13.7172146945319,22.0077366707998,C4
Foxc1,OK,negbinomial.size,2.06974147001936e-11,3.12477517944354e-10,Foxc1,118,6.00350210430072,0.0949173635604778,1.11875363218003,0,C1
Foxd1,OK,negbinomial.size,0.00515732334025844,0.0183100670539329,Foxd1,34,1.66793288212509,0.0212183435078572,0.00797478185676342,0,C1
Foxl2,OK,negbinomial.size,2.98530016571407e-15,6.37872359328573e-14,Foxl2,149,0.515457863127082,11.4384746321921,17.4850293073992,30.8860571928878,C4
Foxm1,OK,negbinomial.size,2.43702319457756e-05,0.000161418276786051,Foxm1,112,6.66585822843577,1.07092799250204,2.60810813084082,1.09508639021038,C1
Foxn3,OK,negbinomial.size,7.48171035436783e-08,7.39717450332309e-07,Foxn3,493,52.4699679317755,45.8978243812919,131.604506750621,50.1645963355524,C2
Foxo1,OK,negbinomial.size,3.45307070284185e-08,3.57911752221231e-07,Foxo1,151,4.25460810674037,3.85783254560992,10.3683888172749,26.3626701123723,C4
Foxo3,OK,negbinomial.size,0.000818381935793044,0.00376631371739031,Foxo3,518,20.3897468909587,34.3481677584104,40.3037481003741,32.3467158543376,C2
Foxp1,OK,negbinomial.size,2.92189820143878e-08,3.06311137449935e-07,Foxp1,441,19.6872997950227,7.61669685224618,9.43516923622333,22.4217474474861,C4
Foxp2,OK,negbinomial.size,1.88802789310757e-31,1.29870068390603e-29,Foxp2,107,6.58027532777129,0.204825501605771,0.22982332046749,4.90256628635736,C1
Foxred1,OK,negbinomial.size,0.00125606841101575,0.00547132000368969,Foxred1,118,10.0816663700465,5.36979056594066,22.7294559806266,9.05181387957137,C2
Foxs1,OK,negbinomial.size,6.87128380827327e-05,0.000414370949956958,Foxs1,32,1.6335945124316,2.5652661618491,26.282547836957,14.8421709297894,C2
Fras1,OK,negbinomial.size,2.35044820905686e-08,2.48575877376026e-07,Fras1,250,24.3941255208579,11.1642516036381,8.93584241841906,21.9903967093452,C1
