,status,family,pval,qval,genes,num_cells_expressed,C1,C3,C2,C4,cluster
Slc44a1,OK,negbinomial.size,1.38259228375931e-08,1.50184338966849e-07,Slc44a1,301,23.585082079008,17.1234111654658,61.1214548150814,39.0506485822611,C2
Slc44a3,OK,negbinomial.size,5.23422367446892e-08,5.27234292284211e-07,Slc44a3,32,0.329899286870681,1.20458386473857,0.0798019856559226,26.8514186810778,C4
Slc45a3,OK,negbinomial.size,0.00928607222942841,0.0297946488119575,Slc45a3,29,0.231630468258415,1.83395941038236,0.0136275482098824,0,C3
Slc45a4,OK,negbinomial.size,0.00618426888020008,0.0212298507088374,Slc45a4,94,1.1053702773087,1.89745705079187,0.411039233617121,8.08088726621737,C4
Slc4a2,OK,negbinomial.size,0.0103860456514491,0.0327939176251027,Slc4a2,131,4.09350833784954,8.14118564149599,2.31102001328021,6.55006103273639,C3
Slc4a3,OK,negbinomial.size,0.000925751267160557,0.00420923950140906,Slc4a3,166,1.51873356804976,5.83238295288497,3.53998041774092,3.24130791572142,C3
Slc4a4,OK,negbinomial.size,0.00659821858802923,0.022423121422965,Slc4a4,92,1.46849934176406,0.826748702118066,4.38990836875943,0.141101497340156,C2
Slc4a8,OK,negbinomial.size,1.71778065509013e-05,0.000117094926160172,Slc4a8,61,1.0371244317899,0.687067653796386,0.0159402408636868,2.95121017842753,C4
Slc7a1,OK,negbinomial.size,0.0125046129184356,0.0381968263998664,Slc7a1,140,1.16966222787802,3.31394691929605,4.71115972280963,1.2897696734743,C2
Slc7a2,OK,negbinomial.size,4.2660339388855e-14,8.30166332161636e-13,Slc7a2,68,1.88122939064642,0.120487428954971,8.50037552100444,1.59488015200188,C2
Slc7a4,OK,negbinomial.size,0.000464350751918229,0.00228848418464528,Slc7a4,45,2.04351704687789,8.12071116763138,1.48386590014555,9.33407414184048,C4
Slc7a7,OK,negbinomial.size,5.66885331579635e-05,0.000348725299861733,Slc7a7,27,2.58071890318764,0.271454263704762,0.0489770111680863,15.759863072926,C4
Slc7a8,OK,negbinomial.size,2.31511809874655e-13,4.21207413071809e-12,Slc7a8,87,2.3239189573974,2.96053362468872,15.6264543123415,40.2237966414246,C4
Slc7a9,OK,negbinomial.size,2.41587631924148e-11,3.60503678589363e-10,Slc7a9,28,3.63343453963429,4.50345996917424,0,0,C3
Slc8a1,OK,negbinomial.size,0.00017549346854535,0.000959359322523942,Slc8a1,44,2.34013239132904,0.00676087724316541,2.2893258979245,0.386896948991526,C1
Slc9a3r1,OK,negbinomial.size,4.36475789372273e-15,9.21902804383505e-14,Slc9a3r1,143,19.6726682842576,8.34730401735639,0.0966232202769535,0.130885319462261,C1
Slc9a3r2,OK,negbinomial.size,0.0131501364103302,0.0398845094661818,Slc9a3r2,110,6.18584442579951,6.28384514052603,20.3905374485744,0.760958999150388,C2
Slc9a7,OK,negbinomial.size,0.0117109796925535,0.0362016315033387,Slc9a7,27,0.126270180090766,0.899091628893333,0.554628522383806,6.40672532394488,C4
Slc9a9,OK,negbinomial.size,0.00242456531531173,0.00960196540974593,Slc9a9,16,0.203102933659829,0.0447301918289787,0.89126978352576,4.38033422534034,C4
Slco3a1,OK,negbinomial.size,1.23029869201176e-06,1.03029505698876e-05,Slco3a1,69,1.21719189376899,1.01297074944666,4.68583033336038,12.6990720820748,C4
Slco5a1,OK,negbinomial.size,0.00228297280519775,0.00913970718744435,Slco5a1,13,0.354655680476657,0.0356335842783994,0,0,C1
Slfn9,OK,negbinomial.size,0.00826922228401742,0.0272011576844388,Slfn9,72,5.50670693561814,1.45482748895934,6.99454675304628,5.65966712947551,C2
Slit2,OK,negbinomial.size,2.00534470777308e-20,6.4974178781071e-19,Slit2,230,5.12734473614524,0.854633154926971,8.59942802067585,0.00467280165389361,C2
Slit3,OK,negbinomial.size,2.90684892968628e-11,4.2977928485695e-10,Slit3,106,5.69789362840536,0.281132376539775,6.20104495569617,0.190688930250582,C2
Slitrk1,OK,negbinomial.size,5.19784853292123e-08,5.24391573952673e-07,Slitrk1,28,0.0528455179953877,3.54324162677963,0.0166772986986363,0.446963263268107,C3
Slitrk2,OK,negbinomial.size,0.00733831393171496,0.0245303357857717,Slitrk2,56,1.36074375166779,0.0894081879368783,0.902863137688632,0.0160477850713829,C1
Slitrk6,OK,negbinomial.size,0.00592466094181222,0.020502801639637,Slitrk6,18,0.591086856286014,0.129817715636275,3.85262281384209,0.0615618393814091,C2
Slmap,OK,negbinomial.size,1.15171865551527e-05,8.12201593524829e-05,Slmap,253,5.10110968183096,6.22100105995265,12.7030756040748,25.9864654244601,C4
Slmo1,OK,negbinomial.size,0.00183216056357449,0.00753531774063094,Slmo1,31,2.73691167996234,1.67135906557147,0.0258213035649289,0,C1
Sltm,OK,negbinomial.size,0.00178187931709633,0.00736987577357236,Sltm,464,49.9361733533236,45.6951905554703,20.0462325549748,30.8900805304722,C1
Smad2,OK,negbinomial.size,0.0102561008695197,0.0324377244860173,Smad2,229,20.864270983252,15.4530568197112,8.33125568805599,32.3852209459442,C4
Smad3,OK,negbinomial.size,1.13631101390194e-07,1.09567980298505e-06,Smad3,268,38.804849870115,33.1460974846603,9.38813611778419,59.5269056351946,C4
Smad5,OK,negbinomial.size,0.0112580656756899,0.0350635590281839,Smad5,398,24.9227740052775,17.2096193694242,32.5815883630531,15.6197849555625,C2
Smad9,OK,negbinomial.size,3.15691774012897e-12,5.18613446887343e-11,Smad9,36,2.82203184224262,1.27494214736285,0.000508505089293168,0,C1
